Player	ECR / ADP	PASS_YD	PASS_TD	INT	RUSH_ATT	RUSH_YD	RUSH_TD	REC	REC_YD	REC_TD	Points
Dylan Laube	-	-	-	-	27.0	145.4	1.1	7.7	57.2	0.1	27.46
Josh Oliver	-	-	-	-	-	-	-	19.7	190.5	1.4	27.45
Durham Smythe	-	-	-	-	-	-	-	19.6	191.4	1.3	26.94
Mack Hollins	-	-	-	-	-	-	-	14.4	185.4	1.3	26.34
Tyler Goodson	-	-	-	-	25.1	130.9	0.9	7.5	54.4	0.4	26.33
Jaheim Bell	-	-	-	-	-	-	-	16.5	172.0	1.5	26.2
Tyquan Thornton	-	-	-	-	-	-	-	16.0	199.6	1.0	25.96
Brock Wright	-	-	-	-	-	-	-	17.1	163.2	1.6	25.92
Adam Trautman	-	-	-	-	-	-	-	17.3	168.4	1.5	25.84
Rasheen Ali	-	-	-	-	26.4	149.1	1.2	3.9	31.0	0.1	25.81
Jameis Winston	-	423.9	2.5	2.0	-	21.6	0.1	-	-	-	25.72
Jase Mcclellan	-	-	-	-	31.2	129.1	1.0	5.4	43.7	0.4	25.68
Tanner Hudson	-	-	-	-	-	-	-	17.8	171.1	1.4	25.51
Michael Penix	-	334.1	2.5	1.3	-	21.1	0.4	-	-	-	25.27
Dj Montgomery	-	-	-	-	-	-	-	16.0	192.0	1.0	25.2
Jake Bobo	-	-	-	-	-	-	-	15.0	173.7	1.3	25.17
David Bell	-	-	-	-	-	-	-	15.2	157.5	1.5	24.75
Justin Watson	-	-	-	-	-	-	-	12.3	172.9	1.2	24.49
Isaiah Hodgins	-	-	-	-	-	-	-	14.0	183.0	1.0	24.3
Spencer Rattler	-	336.7	2.4	0.8	-	22.2	0.1	-	-	-	24.29
Jake Browning	-	328.0	2.4	1.0	-	23.5	0.2	-	-	-	24.27
Donovan Peoples Jones	-	-	-	-	-	-	-	13.0	181.0	1.0	24.1
Michael Carter	-	-	-	-	0.0	111.0	1.0	10.0	69.0	0.0	24.0
Austin Hooper	-	-	-	-	-	-	-	19.4	184.4	0.9	23.84
Jeremy Ruckert	-	-	-	-	-	-	-	16.7	165.9	1.2	23.79
Elijah Higgins	-	-	-	-	-	-	-	16.3	177.6	1.0	23.76
Kevin Harris	-	-	-	-	4.5	134.1	1.1	5.0	36.6	0.0	23.67
Kyle Juszczyk	-	-	-	-	5.6	20.2	0.1	15.0	143.7	1.1	23.59
Rakim Jarrett	-	-	-	-	-	-	-	14.0	175.0	1.0	23.5
Donald Parham	-	-	-	-	-	-	-	14.4	150.5	1.4	23.45
Johnny Mundt	-	-	-	-	-	-	-	18.4	174.0	1.0	23.4
Chase Edmonds	-	-	-	-	0.0	88.0	1.0	11.0	83.0	0.0	23.1
Josh Johnson	-	293.5	1.9	0.9	-	37.0	0.3	-	-	-	23.04
Isaiah Williams	-	-	-	-	-	-	-	13.6	161.8	1.1	22.78
Marquez Valdes Scantling	-	-	-	-	-	-	-	9.9	155.0	1.2	22.7
Bub Means	-	-	-	-	-	-	-	13.2	160.2	1.1	22.62
Trent Sherfield Sr	-	-	-	-	-	-	-	13.9	165.5	1.0	22.55
Jamycal Hasty	-	-	-	-	24.0	105.2	0.8	9.6	64.5	0.1	22.37
Hendon Hooker	-	338.4	1.9	1.4	-	25.7	0.2	-	-	-	22.11
Malik Washington	-	-	-	-	-	-	-	12.6	157.0	1.0	21.7
Robert Tonyan	-	-	-	-	-	-	-	15.0	153.0	1.0	21.3
Parris Campbell	-	-	-	-	-	-	-	14.0	152.0	1.0	21.2
Mitchell Trubisky	-	275.0	2.0	1.3	-	26.7	0.3	-	-	-	20.87
Jawhar Jordan	-	-	-	-	0.0	121.0	1.0	4.0	27.0	0.0	20.8
Ryan Flournoy	-	-	-	-	-	-	-	12.0	141.1	1.1	20.71
Carson Wentz	-	285.7	2.1	0.7	-	15.5	0.1	-	-	-	20.58
Darnell Washington	-	-	-	-	-	-	-	15.5	151.7	0.9	20.57
Ronnie Rivers	-	-	-	-	29.7	116.7	0.8	4.6	33.3	0.1	20.4
Deneric Prince	-	-	-	-	0.0	113.0	1.0	4.0	29.0	0.0	20.2
Carson Steele	-	-	-	-	16.5	106.8	0.9	4.6	35.2	0.1	20.2
Skylar Thompson	-	340.6	1.7	1.4	-	19.6	0.1	-	-	-	20.18
Luke Schoonmaker	-	-	-	-	-	-	-	12.4	123.8	1.3	20.18
Jimmy Garoppolo	-	317.4	2.1	1.0	-	10.5	0.0	-	-	-	20.15
Ainias Smith	-	-	-	-	-	-	-	11.0	141.0	1.0	20.1
Jamari Thrash	-	-	-	-	-	-	-	11.0	141.0	1.0	20.1
Joshua Dobbs	-	267.2	1.8	0.9	-	27.8	0.2	-	-	-	20.07
Trayveon Williams	-	-	-	-	41.6	111.4	0.7	6.1	39.8	0.1	19.92
Ameer Abdullah	-	-	-	-	26.8	102.5	0.2	10.7	78.4	0.1	19.89
Brandon Powell	-	-	-	-	-	-	-	14.7	143.4	0.9	19.74
Braxton Berrios	-	-	-	-	-	-	-	14.4	140.6	0.9	19.46
Jacob Cowing	-	-	-	-	-	-	-	11.0	134.0	1.0	19.4
Johnny Wilson	-	-	-	-	-	-	-	11.8	140.0	0.9	19.4
Josh Whyle	-	-	-	-	-	-	-	12.5	127.7	1.1	19.37
Taylor Heinicke	-	274.8	1.7	0.9	-	27.6	0.1	-	-	-	19.35
Devaughn Vele	-	-	-	-	-	-	-	11.8	139.1	0.9	19.31
Davis Mills	-	290.2	1.9	1.0	-	14.9	0.1	-	-	-	19.3
Malik Willis	-	256.0	1.9	0.9	-	26.1	0.1	-	-	-	19.25
Nick Westbrook Ikhine	-	-	-	-	-	-	-	10.6	143.4	0.8	19.14
Tyrod Taylor	-	273.1	1.9	0.9	-	24.0	0.0	-	-	-	19.12
Tahj Washington	-	-	-	-	-	-	-	11.0	131.0	1.0	19.1
Tyson Bagent	-	291.0	1.7	1.2	-	24.4	0.1	-	-	-	19.08
Cooper Rush	-	298.8	2.0	1.3	-	11.0	0.1	-	-	-	19.05
Joe Flacco	-	317.6	1.8	1.1	-	13.3	0.0	-	-	-	19.03
Nikko Remigio	-	-	-	-	-	-	-	10.0	130.0	1.0	19.0
Craig Reynolds	-	-	-	-	21.6	102.6	0.8	4.1	33.3	0.1	18.99
Dernest Johnson	-	-	-	-	31.8	114.0	0.5	5.5	39.2	0.1	18.92
Davis Allen	-	-	-	-	-	-	-	12.6	129.2	1.0	18.92
Foster Moreau	-	-	-	-	-	-	-	11.6	128.5	1.0	18.85
Quez Watkins	-	-	-	-	-	-	-	9.0	127.0	1.0	18.7
Kenny Pickett	-	283.3	1.6	1.2	-	21.5	0.2	-	-	-	18.68
Mac Jones	-	293.7	1.7	0.9	-	18.9	0.0	-	-	-	18.64
Marcus Rosemy Jacksaint	-	-	-	-	-	-	-	10.0	126.0	1.0	18.6
Clayton Tune	-	305.6	1.6	1.4	-	20.8	0.1	-	-	-	18.5
Kj Hamler	-	-	-	-	-	-	-	9.0	125.0	1.0	18.5
Jordan Akins	-	-	-	-	-	-	-	12.5	124.7	1.0	18.47
Brandon Johnson	-	-	-	-	-	-	-	10.0	124.0	1.0	18.4
Devin Culp	-	-	-	-	-	-	-	12.0	124.0	1.0	18.4
Jordan Whittington	-	-	-	-	-	-	-	10.8	129.6	0.9	18.36
Tanner Mclachlan	-	-	-	-	-	-	-	12.0	122.5	1.0	18.25
Tejhaun Palmer	-	-	-	-	-	-	-	11.0	122.0	1.0	18.2
Marcus Mariota	-	272.2	1.5	1.2	-	30.3	0.1	-	-	-	18.12
Will Mallory	-	-	-	-	-	-	-	12.1	126.9	0.9	18.09
Pharaoh Brown	-	-	-	-	-	-	-	11.5	126.4	0.9	18.04
Michael Woods	-	-	-	-	-	-	-	9.0	119.0	1.0	17.9
Jeremy Mcnichols	-	-	-	-	18.4	72.5	0.2	9.2	69.5	0.4	17.8
Kyle Trask	-	265.5	1.7	0.9	-	13.5	0.1	-	-	-	17.57
Allen Robinson	-	-	-	-	-	-	-	11.0	113.0	1.0	17.3
Andy Dalton	-	270.3	1.5	0.9	-	16.6	0.1	-	-	-	17.27
Connor Heyward	-	-	-	-	-	-	-	14.6	130.7	0.7	17.27
Aj Barner	-	-	-	-	-	-	-	11.6	118.3	0.9	17.23
Stone Smartt	-	-	-	-	-	-	-	10.6	117.9	0.9	17.19
Ben Skowronek	-	-	-	-	-	-	-	9.0	111.0	1.0	17.1
Mason Rudolph	-	281.0	1.7	1.2	-	14.5	0.0	-	-	-	17.09
Jared Wiley	-	-	-	-	-	-	-	11.0	112.6	0.9	16.66
Ian Thomas	-	-	-	-	-	-	-	12.7	129.5	0.6	16.55
Kenny Mcintosh	-	-	-	-	26.9	89.4	0.6	4.1	32.2	0.1	16.36
Justyn Ross	-	-	-	-	-	-	-	8.0	103.0	1.0	16.3
Drew Ogletree	-	-	-	-	-	-	-	9.5	114.5	0.8	16.25
Travis Vokolek	-	-	-	-	-	-	-	11.0	102.0	1.0	16.2
Jamison Crowder	-	-	-	-	-	-	-	12.1	119.9	0.7	16.19
Blake Watson	-	-	-	-	14.6	84.1	0.7	4.0	28.6	0.1	16.07
Jack Stoll	-	-	-	-	-	-	-	9.0	95.0	1.0	15.5
Jalen Brooks	-	-	-	-	-	-	-	11.5	106.9	0.8	15.49
Casey Washington	-	-	-	-	-	-	-	8.7	105.8	0.8	15.38
Cade Stover	-	-	-	-	-	-	-	10.0	105.8	0.8	15.38
Brenton Strange	-	-	-	-	-	-	-	9.7	92.1	1.0	15.21
Equanimeous St Brown	-	-	-	-	-	-	-	7.0	91.0	1.0	15.1
Erick All	-	-	-	-	-	-	-	10.3	103.0	0.8	15.1
David Moore	-	-	-	-	-	-	-	8.1	108.0	0.7	15.0
Tyler Scott	-	-	-	-	-	-	-	8.9	101.7	0.8	14.97
Hunter Luepke	-	-	-	-	7.4	26.3	1.4	4.0	27.1	0.2	14.94
Cameron Latu	-	-	-	-	-	-	-	13.0	88.0	1.0	14.8
Skyy Moore	-	-	-	-	-	-	-	8.5	99.5	0.8	14.75
Tip Reiman	-	-	-	-	-	-	-	10.2	99.1	0.8	14.71
Jeff Wilson	-	-	-	-	15.0	80.2	0.6	3.2	23.6	0.1	14.58
Lucas Krull	-	-	-	-	-	-	-	9.6	103.5	0.7	14.55
Messiah Swinson	-	-	-	-	-	-	-	9.0	85.0	1.0	14.5
Sean Tucker	-	-	-	-	25.5	80.6	0.6	2.8	21.4	0.1	14.4
Dallin Holker	-	-	-	-	-	-	-	9.3	95.4	0.8	14.34
Drew Sample	-	-	-	-	-	-	-	10.5	94.2	0.8	14.22
Albert Okwuegbunam	-	-	-	-	-	-	-	8.0	82.0	1.0	14.2
Dare Ogunbowale	-	-	-	-	16.7	56.9	0.4	7.3	54.7	0.1	14.16
Julius Chestnut	-	-	-	-	20.7	74.0	0.5	3.9	31.4	0.1	14.14
Payne Durham	-	-	-	-	-	-	-	9.2	96.8	0.7	13.88
Jalen Reagor	-	-	-	-	-	-	-	7.0	90.7	0.7	13.27
Luke Farrell	-	-	-	-	-	-	-	8.7	87.9	0.7	12.99
Jordan Mims	-	-	-	-	14.6	60.8	0.6	3.5	25.3	0.1	12.81
Grant Calcaterra	-	-	-	-	-	-	-	8.5	85.7	0.7	12.77
Mycole Pruitt	-	-	-	-	-	-	-	6.5	67.4	1.0	12.74
Ross Dwelley	-	-	-	-	-	-	-	6.0	83.6	0.7	12.56
Zach Pascal	-	-	-	-	-	-	-	6.8	83.5	0.7	12.55
Robert Woods	-	-	-	-	-	-	-	8.3	89.4	0.6	12.54
Tyler Huntley	-	202.0	1.0	1.0	-	24.0	0.0	-	-	-	12.48
Brenden Rice	-	-	-	-	-	-	-	7.2	87.9	0.6	12.39
Chris Moore	-	-	-	-	-	-	-	7.7	92.6	0.5	12.26
Kayshon Boutte	-	-	-	-	-	-	-	6.9	86.3	0.6	12.23
Mason Tipton	-	-	-	-	-	-	-	7.7	86.1	0.6	12.21
Cody Schrader	-	-	-	-	31.0	77.0	0.5	2.0	14.0	0.0	12.1
Robbie Chosen	-	-	-	-	-	-	-	6.6	79.0	0.7	12.1
Quintin Morris	-	-	-	-	-	-	-	6.2	65.5	0.9	11.95
Easton Stick	-	215.0	1.0	1.0	-	13.0	0.0	-	-	-	11.9
Carlos Washington	-	-	-	-	0.0	37.0	1.0	4.0	22.0	0.0	11.9
Derius Davis	-	-	-	-	-	-	-	7.0	81.2	0.6	11.72
Zach Wilson	-	200.0	1.0	1.0	-	17.0	0.0	-	-	-	11.7
Anthony Gould	-	-	-	-	-	-	-	6.8	80.8	0.6	11.68
Jalen Guyton	-	-	-	-	-	-	-	6.0	79.9	0.6	11.59
Harrison Bryant	-	-	-	-	-	-	-	7.8	73.9	0.7	11.59
Jaren Hall	-	174.0	1.0	1.0	-	26.0	0.0	-	-	-	11.56
Jason Brownlee	-	-	-	-	-	-	-	6.3	78.6	0.6	11.46
Ronnie Bell	-	-	-	-	-	-	-	6.4	78.0	0.6	11.4
Peyton Hendershot	-	-	-	-	-	-	-	7.7	77.3	0.6	11.33
Deonte Harty	-	-	-	-	-	-	-	6.3	77.2	0.6	11.32
Charlie Jones	-	-	-	-	-	-	-	6.8	83.1	0.5	11.31
Tommy Devito	-	190.0	1.0	1.0	-	17.0	0.0	-	-	-	11.3
Joe Milton	-	190.0	1.0	1.0	-	17.0	0.0	-	-	-	11.3
Brenden Bates	-	-	-	-	-	-	-	7.4	71.0	0.7	11.3
Xavier Hutchinson	-	-	-	-	-	-	-	6.4	76.6	0.6	11.26
Devin Duvernay	-	-	-	-	-	-	-	8.8	88.5	0.4	11.25
Ashton Dulin	-	-	-	-	-	-	-	6.5	75.1	0.6	11.11
Case Keenum	-	205.0	1.0	1.0	-	8.0	0.0	-	-	-	11.0
Trey Lance	-	177.0	1.0	1.0	-	18.5	0.0	-	-	-	10.93
Boston Scott	-	-	-	-	2.6	54.8	0.5	2.4	17.5	0.1	10.83
Michael Pratt	-	190.0	1.0	1.0	-	12.0	0.0	-	-	-	10.8
Hunter Long	-	-	-	-	-	-	-	6.4	64.7	0.7	10.67
Jordan Travis	-	188.0	1.0	1.0	-	10.0	0.0	-	-	-	10.52
John Bates	-	-	-	-	-	-	-	8.6	80.6	0.4	10.46
Chris Conley	-	-	-	-	-	-	-	5.4	67.1	0.6	10.31
Marcedes Lewis	-	-	-	-	-	-	-	6.9	59.2	0.7	10.12
Mecole Hardman	-	-	-	-	-	-	-	5.1	64.5	0.6	10.05
Israel Abanikanda	-	-	-	-	14.9	57.4	0.3	2.7	19.0	0.1	10.04
Julian Hill	-	-	-	-	-	-	-	6.8	63.9	0.6	9.99
Bryce Ford Wheaton	-	-	-	-	-	-	-	7.1	74.8	0.4	9.88
Bo Melton	-	-	-	-	-	-	-	5.9	68.5	0.5	9.85
Ben Sims	-	-	-	-	-	-	-	5.6	49.5	0.8	9.75
River Cracraft	-	-	-	-	-	-	-	9.3	78.9	0.3	9.69
Jake Haener	-	119.0	1.0	0.0	-	8.0	0.0	-	-	-	9.56
John Stephens	-	-	-	-	-	-	-	6.2	63.9	0.5	9.39
Tim Jones	-	-	-	-	-	-	-	4.9	57.0	0.6	9.3
Malik Heath	-	-	-	-	-	-	-	5.4	62.1	0.5	9.21
Sione Vaki	-	-	-	-	12.6	60.0	0.2	2.5	18.7	0.0	9.07
Stetson Bennett	-	92.0	1.0	0.0	-	13.0	0.0	-	-	-	8.98
Kyle Allen	-	149.0	1.0	1.0	-	10.0	0.0	-	-	-	8.96
Sean Clifford	-	154.0	1.0	1.0	-	8.0	0.0	-	-	-	8.96
Mike White	-	155.0	1.0	1.0	-	7.0	0.0	-	-	-	8.9
Avery Williams	-	-	-	-	7.6	35.0	0.4	3.9	23.1	0.1	8.81
Scotty Miller	-	-	-	-	-	-	-	5.6	69.6	0.3	8.76
Charlie Kolar	-	-	-	-	-	-	-	5.8	63.5	0.4	8.75
Bailey Zappe	-	140.0	1.0	1.0	-	11.0	0.0	-	-	-	8.7
Sam Hartman	-	100.0	1.0	0.0	-	7.0	0.0	-	-	-	8.7
Raheem Blackshear	-	-	-	-	7.2	38.6	0.2	4.7	34.6	0.0	8.52
Brady Russell	-	-	-	-	-	-	-	5.0	48.5	0.6	8.45
Dareke Young	-	-	-	-	-	-	-	5.1	59.7	0.4	8.37
Nate Adkins	-	-	-	-	-	-	-	5.4	47.6	0.6	8.36
Ko Kieft	-	-	-	-	-	-	-	4.8	46.1	0.6	8.21
Charlie Woerner	-	-	-	-	-	-	-	8.1	62.4	0.3	8.04
Tanner Mckee	-	80.0	1.0	0.0	-	8.0	0.0	-	-	-	8.0
Dorian Thompson Robinson	-	121.5	0.5	0.5	-	21.0	0.0	-	-	-	7.96
Sam Ehlinger	-	76.0	1.0	0.0	-	8.0	0.0	-	-	-	7.84
Malik Davis	-	-	-	-	0.0	55.0	0.0	3.0	23.0	0.0	7.8
Alec Ingold	-	-	-	-	1.1	4.4	0.0	7.6	55.5	0.3	7.79
Eric Saubert	-	-	-	-	-	-	-	6.9	57.2	0.3	7.52
Britain Covey	-	-	-	-	-	-	-	5.2	57.1	0.3	7.51
Trequan Smith	-	-	-	-	-	-	-	11.0	74.0	0.0	7.4
Hassan Haskins	-	-	-	-	9.5	42.1	0.1	2.7	17.4	0.1	7.15
Laviska Shenault	-	-	-	-	-	-	-	5.2	54.9	0.2	6.69
Emani Bailey	-	-	-	-	0.0	47.0	0.0	2.0	18.0	0.0	6.5
Terrace Marshall	-	-	-	-	-	-	-	5.0	64.0	0.0	6.4
Travis Homer	-	-	-	-	2.3	32.3	0.0	3.1	22.1	0.1	6.04
Patrick Taylor	-	-	-	-	7.9	28.0	0.2	1.9	13.5	0.1	5.95
Anthony Firkser	-	-	-	-	-	-	-	4.4	41.4	0.3	5.94
Gunner Olszewski	-	-	-	-	-	-	-	4.2	44.5	0.2	5.65
Dee Eskridge	-	-	-	-	-	-	-	4.0	56.0	0.0	5.6
Parker Hesse	-	-	-	-	-	-	-	3.7	36.8	0.3	5.48
Nick Muse	-	-	-	-	-	-	-	3.7	35.7	0.3	5.37
Chris Manhertz	-	-	-	-	-	-	-	5.4	46.8	0.1	5.28
Deejay Dallas	-	-	-	-	2.5	28.0	0.0	3.5	24.0	0.0	5.2
Reggie Gilliam	-	-	-	-	0.0	0.0	0.0	4.4	33.2	0.3	5.12
Josiah Deguara	-	-	-	-	-	-	-	5.0	51.0	0.0	5.1
Nyheim Hines	-	-	-	-	1.3	17.1	0.0	4.5	32.3	0.0	4.94
Dj Turner	-	-	-	-	-	-	-	3.3	37.4	0.2	4.94
Patrick Ricard	-	-	-	-	2.7	10.9	0.0	3.7	26.2	0.2	4.91
Adam Prentice	-	-	-	-	3.3	14.0	0.1	3.3	23.0	0.1	4.9
Keilan Robinson	-	-	-	-	0.0	33.0	0.0	2.0	15.0	0.0	4.8
Tylan Wallace	-	-	-	-	-	-	-	3.2	41.3	0.1	4.73
Michael Burton	-	-	-	-	2.4	9.4	0.0	3.7	24.5	0.2	4.59
Irvin Charles	-	-	-	-	-	-	-	2.6	29.7	0.2	4.17
Jhaquan Jackson	-	-	-	-	-	-	-	4.0	41.0	0.0	4.1
Kenny Yeboah	-	-	-	-	-	-	-	2.9	28.6	0.2	4.06
Keaontay Ingram	-	-	-	-	0.0	30.0	0.0	2.0	10.0	0.0	4.0
Tyler Johnson	-	-	-	-	-	-	-	2.1	25.2	0.2	3.72
Myles Gaskin	-	-	-	-	0.0	26.0	0.0	2.0	11.0	0.0	3.7
Cj Ham	-	-	-	-	2.0	8.3	0.0	3.3	22.4	0.1	3.67
Lamical Perine	-	-	-	-	0.0	25.0	0.0	2.0	11.0	0.0	3.6
Kyle Philips	-	-	-	-	-	-	-	2.8	29.1	0.1	3.51
Teagan Quitoriano	-	-	-	-	-	-	-	2.0	22.3	0.2	3.43
Montrell Washington	-	-	-	-	-	-	-	1.7	21.1	0.2	3.31
Simi Fehoko	-	-	-	-	-	-	-	1.7	20.2	0.2	3.22
Cody White	-	-	-	-	-	-	-	1.7	19.5	0.2	3.15
Stephen Carlson	-	-	-	-	-	-	-	2.0	19.3	0.2	3.13
Tommy Hudson	-	-	-	-	-	-	-	2.0	19.3	0.2	3.13
Velus Jones	-	-	-	-	-	-	-	1.9	25.0	0.1	3.1
Trishton Jackson	-	-	-	-	-	-	-	1.7	18.7	0.2	3.07
Kristian Wilkerson	-	-	-	-	-	-	-	1.5	17.5	0.2	2.95
Jake Tonges	-	-	-	-	-	-	-	1.8	17.3	0.2	2.93
Devin Leary	-	65.0	0.0	0.0	-	0.0	0.0	-	-	-	2.6
Byron Pringle	-	-	-	-	-	-	-	1.9	18.9	0.1	2.49
Mitchell Wilcox	-	-	-	-	-	-	-	3.4	24.5	0.0	2.45
David Sills V	-	-	-	-	-	-	-	1.5	16.9	0.1	2.29
Deandre Carter	-	-	-	-	-	-	-	2.0	21.0	0.0	2.1
Tyrion Davis Price	-	-	-	-	0.0	17.0	0.0	1.0	3.0	0.0	2.0
